comment_id,parent_id,author,text,published,like_count,is_top_level
UgyF_rc2X9V7JwuzTt54AaABAg,root,@Ceavan13,"Dude great minds think alike, my apps layout almost identical !",1733011200,0,
UgyxiV5zhm6nmeO1vEt4AaABAg,root,@squaaa7082,"I hope Apple redesigns the pro model completely next year. Going onto 3 years being annoyed at the stainless steel fingerprint magnets on my 14 pro, I just don't see a reason to upgrade to 16 pro.",1733011200,1,
UgxoTe4-GWLIgJbkigR4AaABAg,root,@ZplmEdits,1:15 not supersaf filming you 😂,1733011200,6,
UgxoTe4-GWLIgJbkigR4AaABAg.AAuGvy1Z_flAD7EBKkgbC5,UgxoTe4-GWLIgJbkigR4AaABAg,@techbyIeo,Fr I came back to this after watching his video,1738368000,3,
UgyfikmRQ4Qxk7wH6xZ4AaABAg,root,@hugocast,I wonder how is that camera button going to work if you use the phone with a case. 3:55,1733011200,0,
UgyqIOKR6vY_bIHuhWd4AaABAg,root,@JZONE14U,"I wish one day Apple can bring the stylus to the iphone, that's the only thing stopping me from switching from Samsung. If they did that, they will literally steal 90% Market share from Samsung. In my opinion",1733011200,0,
UgzpwpXaribszq4q7sR4AaABAg,root,@ShamanKengMusic,AirPods are so garbage. They all fall off so easily,1733011200,0,
UgwENhghtgA40eOmlH54AaABAg,root,@Iwqrxtwuvk23547,Apple just won’t stop messing with the settings app and everything else lol,1733011200,0,
UgwENhghtgA40eOmlH54AaABAg.AAQl79mSu7sAAQlCyzjnWW,UgwENhghtgA40eOmlH54AaABAg,@Iwqrxtwuvk23547,I can get an option to go to the same page by 85 different routes but if I need to turn off day light saving time it does it without your consent with and provides no options to change it myself 😀,1733011200,0,
UgwENhghtgA40eOmlH54AaABAg.AAQl79mSu7sAAQlHNtZskQ,UgwENhghtgA40eOmlH54AaABAg,@Iwqrxtwuvk23547,So many features behind the screen that are outside of users control.,1733011200,0,
Ugw2Fj76jI15kIW3D_x4AaABAg,root,@omarhakimi4099,"Love your videos very informative and straight to the point,  beyond that iPhone should just give by this point there is nothing special about their phones anymore",1730419200,0,
UgwbMslHN-wZl4RN-cF4AaABAg,root,@gadget9766,Damn only button?! What the kinds of review it is,1730419200,0,
Ugy658B24C5EJd4Af5B4AaABAg,root,@ivanmendiola3502,same shit from apple,1730419200,1,
UgwMoRSaHrDK5N7R8n94AaABAg,root,@sudhanva.a,7:57 where is the souvenir?😅... Did anyone notice that... The Great Seperation section is having a GREAT SEPARATION 😂😂,1730419200,0,
UgwgoLyh28v3qDqfa7p4AaABAg,root,@Repeating-rifle,I feel like apple can do way better with the iPhones but they keep beating their records by small margins,1730419200,0,
UgwSYr6v3wNlPFfOYVF4AaABAg,root,@RandoPandaSmiles,D Brands is crap.  This video got me to buy from them and I still haven’t received my screen protector and can’t get them to respond to emails.,1730419200,0,
Ugw0KGiFdMtAM-7Ubyp4AaABAg,root,@Yura_12yura,"VIVO X200 PRO, Bro!!!",1730419200,0,
UgzHGn1FuMEONNT3-sF4AaABAg,root,@holdenkingswood,2024 and crapple still uses a 70's clipboard,1730419200,0,
Ugy_q4JNHgaIyMbxUWF4AaABAg,root,@WallaceAubrey-b2m,Gonzalez Christopher Johnson Timothy Perez Brian,1730419200,0,
Ugy3Q9Pl_zs5fchLWZJ4AaABAg,root,@PriestleyJill-d6b,Brown Patricia Harris David Harris Kevin,1730419200,0,
UgyA-qQm9fQpZmNvWmp4AaABAg,root,@ChaunceyPrevatt-s5s,Lee Sharon Lopez Laura Thompson Amy,1730419200,0,
UgxiIN-UyASYhG_gAKJ4AaABAg,root,@satymov,You best blogger,1730419200,0,
UgyMlcDAxJJBxelyi_B4AaABAg,root,@TeslaElonSpaceXFan,❤❤,1730419200,1,
UgxgctVGB6tw4dbM0-l4AaABAg,root,@l8zycool,60Hz refresh rate and false advertising in top. Next!,1730419200,0,
Ugzrq9WadYCG13HgV314AaABAg,root,@AudreyMalia,Rodriguez Lisa Garcia Kimberly Rodriguez Jason,1730419200,0,
Ugzzlpze5-VYU2FkVyN4AaABAg,root,@Sp-Infinity,"Hey Marques, have you noticed yellowish tint in Iphone 16 Pro Max?",1730419200,0,
UgwWjM_p-XMg764QEPd4AaABAg,root,@dimakim-n6c,Wilson Richard Perez Donna Hall Angela,1730419200,0,
UgybL-TFLLll2Dhl1PJ4AaABAg,root,@pitma1734,I think it’s good (upgrading from 8plus 😅),1730419200,0,
UgxnshA4ijbIWEyGZMV4AaABAg,root,@ceciliamacalister1838,Brown Helen Brown Frank Young Cynthia,1730419200,0,
UgyS53eue3ilVsWurg94AaABAg,root,@kaymandark4046,Who's your babar 😢,1730419200,0,
UgwTjZHv6WgipSXKD1V4AaABAg,root,@LuciusFrederica,Thomas Mary Anderson Deborah Gonzalez Shirley,1730419200,0,
UgyBQhgen3ZmcTzP-t14AaABAg,root,@kyleng1922,Apple watch series 10 is mostly slightly new again - Marques,1730419200,0,
Ugx1x-FarxDXADbhU354AaABAg,root,@RolandWebster-l1u,Hall Lisa Thompson Carol Garcia Sandra,1730419200,0,
UgyVCkC6_UnSrPWT6-p4AaABAg,root,@wilmotfulton4400,Walker Barbara Moore Jessica Allen Donald,1730419200,0,
Ugw6dyvG3LToe4HzrFl4AaABAg,root,@KerbyGamess,Who here in October 10th,1730419200,0,
UgwIRqCZIORoISjnuEF4AaABAg,root,@FredMyrna-x2f,Young Kevin Gonzalez Kimberly Miller Christopher,1730419200,0,
UgzIgKYrl5egZ5ryPCN4AaABAg,root,@gladiator2986,👍🏼,1730419200,0,
Ugy73ADlTrKnFcVAVKN4AaABAg,root,@RoyBarret-v4b,Martin Christopher Harris Laura Wilson Timothy,1730419200,0,
Ugyyr84GC-EDH_v7jOl4AaABAg,root,@clorofilaazul,Panels 😂😂😂😂😂😂😂😂,1730419200,0,
UgyHiTOSOE2YG2_IcMJ4AaABAg,root,@ClaraTina-h8f,Anderson Melissa Gonzalez Laura Martin James,1730419200,0,
Ugzrbu6mOdkZAokIyDx4AaABAg,root,@WilliamLopez-i9z,Tristin Track,1730419200,0,
UgxhN4o63fmSIICwyC14AaABAg,root,@MelvilleAlbert-h2j,Hall Larry Moore Donald Hernandez Thomas,1730419200,0,
UgwXIk06JKRbG0PyrT14AaABAg,root,@user-je4ij5vv2s,Apple - We have best battery life ever Also Apple - We have the same design from the iPhone 12,1730419200,1,
Ugz41jC04UmmI76CGFZ4AaABAg,root,@GoldYvonne-r9o,Brown Mary Young Donna Davis Brenda,1730419200,0,
UgxLbz0zMHI1UJ7vwO94AaABAg,root,@FieldWordsworth-m5n,Hernandez Sarah Rodriguez Betty Anderson Betty,1730419200,0,
Ugyk1nFnWpKsy9YL5Nt4AaABAg,root,@RoyAckermann-h4n,Grimes Station,1730419200,0,
UgzLzY2WWNxgleJTgtB4AaABAg,root,@BrowneNorton-h5u,Brown Elizabeth Garcia Joseph Perez Amy,1730419200,0,
Ugy5Z1HG-mJrAk4U0hp4AaABAg,root,@NoyesChanning-k7z,Hernandez George Robinson Amy Smith Melissa,1730419200,0,
UgyvBlpuhtkTDJf4USd4AaABAg,root,@MacadamMarcus-y1x,Gonzalez Kimberly Rodriguez Jose Lewis Lisa,1730419200,0,
UgymoylXyf2iYqasQkZ4AaABAg,root,@JessicaHarris-x7w,Gonzalez Paul Smith Thomas Robinson Mark,1730419200,0,
UgywezS8Cb2f9NYBYph4AaABAg,root,@LandonMyra-e6m,Gonzalez Michael Thomas Kenneth Perez Melissa,1730419200,0,
UgwKkNOEMnlEq8-wAAV4AaABAg,root,@mohammadanwar6515,Bro launched an app for paid wallpapers  Someone   should review the reviewer😅😅,1730419200,0,
Ugwi-ys0Cvhm8QWenC54AaABAg,root,@derpityderp-derp4007,Crapple,1730419200,0,
UgxBihKBXDU5m6boDAl4AaABAg,root,@faultless18,Did anyone notice Signal service issues or data speeds slower on any of the iPhone 16 models?,1730419200,0,
UgxbV6DHzQDVj-apDil4AaABAg,root,@ajfam871,Apple is waiting until the IPhone 20 to have standard 120 Refresh and multi task/ split screen. They will say it’s revolutionary. ⏳👍,1730419200,0,
UgzzYXJgC3CQFb0RA-F4AaABAg,root,@ajfam871,👍11 Pro to 16 / 16Pro???👍 I agree I hate getting new phones. I have a small business and it’s a hassle. I have the 11 Pro (my 1st iPhone). I like it. But iPhone incremental generation improvements left me in no hurry. It’s about time to upgrade and I am glad I waited   I am leaning towards the 16 512gb (non pro).  I only want the Pro to get the 1TB really,1730419200,0,
UgzNlhdG9o9YUNZVxnt4AaABAg,root,@racingtogreen2023,"Screens locking up, no input. Hundreds of people in multiple threads are reporting the issue, and the battery on the 16 pro on ios 18 is worse on the pro than the battery on my four year old promax which has a similar size battery. Deeply dissatisfied with Apple, and entirely understand why Buffett bailed.",1730419200,0,
Ugz4fb8a8KcNIhExGFN4AaABAg,root,@ThackerayAudrey-j5g,Hernandez Angela Martinez Robert White Michael,1730419200,0,
UgxUikR-2uIiYj_9pph4AaABAg,root,@Explore4code,Apple iPhone XX in 2030 is a only Chip on our Brain 😂😂,1730419200,0,
UgxcbDpW5rf7ez6E7T94AaABAg,root,@mustachioo2513,he’s using the red raptor cam for those apple event sections btw,1730419200,0,
Ugx1UMonXhnCwKfCiTN4AaABAg,root,@LewisMabel-z7y,Harris Jeffrey Young Cynthia Davis Laura,1730419200,0,
UgxFUqgGx2Otcc40YlJ4AaABAg,root,@riaanswati1306,"Who else tried taking the yellow dot off your phone screen, or is it just me 😅🤣",1730419200,0,
Ugw7hVwxjGybuE78ulh4AaABAg,root,@ashleybarrett384,"Apple is on their way to tech graveyard with BlackBerry and Nokia. The same improvements every year, it's getting lame.",1727740800,0,
UgyaAqK6dY9w5gHgkxZ4AaABAg,root,@ferknand0,iPhone XI v5,1727740800,0,
UgzdNaC41u9byIqCse54AaABAg,root,@ricardotello5999,Never buy something based on a promise of a future software update….. same dude who put down a deposit on a roadster that has been promised to be released years ago…… that’s arguably worse at least the phone is gonna come out 😂,1727740800,0,
UgzCEt6VB6vjy_7H2cV4AaABAg,root,@ngontaycai7547,"I love how mkbhd cook some products so much , companies went bankrupt. NOW LOOK AT THIS YAPPING SHITTY WALLPAPER APP 😂.",1727740800,0,
UgyMrzPrJQp_B0x9nxB4AaABAg,root,@androidadvanced5068,60hz and 30 fps tech videos! Great!,1727740800,0,
UgzSuBPdDy-TFJj9vw14AaABAg,root,@HotTakeAndy,"The new earbuds are poop. I drive a FedEx stepvan, and was psyched about the extra noise cancelling. So I preordered, and they suck. Great for phone calls, but with no cushion, there’s no way for them to really fit snug and block out extra noise. I stopped using them after a half hour. Totally disappointing.",1727740800,0,
UgwzdDMc0iAZAVw61Gx4AaABAg,root,@seniddd1273,SuperSaf 1:16,1727740800,0,
UgzKTnWblilBruJz6VN4AaABAg,root,@prabhakaragawane64,Look at what Huawei is doing with Mate XT!,1727740800,0,
Ugyr0JvE7aOAILXz9xR4AaABAg,root,@SABONG07,😂😂😂😂 I'm still waiting for iphone powered by ANDROID 😅😅😅,1727740800,0,
UgwCzocsueTs_Mh0g8h4AaABAg,root,@dileepa22,0:01,1727740800,0,
UgzPIQ7mBNQpHDS5xOR4AaABAg,root,@carissassobrevilla9065,"I currently have a Google Pixel 6. After watching this, not sure if it would be worth the purchase to upgrade if that's all Apple upgraded the 16/pro to. Should I wait for the 17?? Lol",1727740800,0,
UgzoJVTLCvrOLvQRm3d4AaABAg,root,@japhethdaniel796,please send to me any phone,1727740800,0,
Ugz2SS9V3iMMuCf2uXN4AaABAg,root,@JanelleWilliams-i2d,Rodriguez Larry Brown Richard Jackson Melissa,1727740800,0,
UgxgX2nh6ccc0S6qDKt4AaABAg,root,@PalmerAbel-h9f,Johnson Kimberly Lee Robert Martin Jeffrey,1727740800,0,
Ugz3lxMRh49NIbSUEK14AaABAg,root,@SaloGemb-r1d,Anderson Jason White Michelle Harris David,1727740800,0,
Ugwmka-Vf6HLzL6WSrV4AaABAg,root,@jesseboy7951,"Video wouldn't be the same without flashing a medal, huh? Love ur videos, dude, absolutely top notch, world class n all but those casual bragging moments... u r better than that, amigo.",1727740800,0,
UgyQboA_KiaVT_NQyzV4AaABAg,root,@edwards438,Jackson Michael Brown Mary Brown Deborah,1727740800,0,
UgzYpZL_4gMJuAUh39N4AaABAg,root,@UnknownUser-fg3fs,"@MKBHD you’re worth $50, 000, 000 - 80, 000, 000 and have to nickel and dime fans over a stupid wallpaper app.Thanks pretty low. Been watching you since 2010!",1727740800,0,
Ugyv-Q7vQ-bI0qSbgI14AaABAg,root,@MVpatriotX,Apple thinks that everyone is right handed 🗿,1727740800,0,
UgxU21Q_eOv2c_Uo3714AaABAg,root,@MVpatriotX,Apple with their usual bull 🐂 🌬️,1727740800,0,
UgxU21Q_eOv2c_Uo3714AaABAg.A8nlqCpXXlfA9CBpf4srbL,UgxU21Q_eOv2c_Uo3714AaABAg,@Woodendeodorant,I like iphone,1730419200,0,
UgwOWQVJLXLzH6tequF4AaABAg,root,@cormackeenan8175,Bring back Jony Ives 🤷,1727740800,0,
Ugxd0Xd_Faf_Xtd_snt4AaABAg,root,@Malik-rj3xv,Apple definitely pays him,1727740800,0,
Ugxa2ZdBto5kBdlfgGt4AaABAg,root,@MobileDecay,It's gonna be fun when you start accidentally launching the camera and taking pictures of your pocket. 🤔,1727740800,0,
UgxN3wAyldrVNSioM6p4AaABAg,root,@cajunscorpion,I should’ve kept my iPhone 12…there’s no difference 🥴,1727740800,0,
Ugwo9O8KW3YCInOUvG94AaABAg,root,@ცalance,I dont even know if i should wait for the 17 to change from android😅,1727740800,1,
UgxN04zquYdVptIQ4dF4AaABAg,root,@FkshyRieot,Rodriguez Frank Davis Jessica Martinez Gary,1727740800,0,
Ugzyb2wBcfsc3nisMz14AaABAg,root,@ajd6708,Before I even consider the 16 they need to fully release the AI,1727740800,0,
UgxnpaAZX7kLsiTVy8t4AaABAg,root,@monicaleanos5874,Thanks for your time and energy to provide us with all the information!,1727740800,1,
UgzdR4D--2rrsLu3vpJ4AaABAg,root,@j5892000,Over priced lol,1727740800,0,
Ugxf2GkWMR3ysxdguI14AaABAg,root,@skullprodigy,I thought you were taking a break...,1727740800,0,
Ugw_kw5WAuXTyKI66rp4AaABAg,root,@juanr.3314,Same old iPhone!!,1727740800,0,
UgwXrYfLX3awaKVGTb14AaABAg,root,@EdenTasch,902 Alaina Bypass,1727740800,0,
Ugx98nIEIfY-1ywFgb14AaABAg,root,@jojoestranger4989,Out dated compare to any android phone,1727740800,0,
Ugzdit6MkQpa8LhGSeN4AaABAg,root,@anderm1598,"Dear Marques, the camera does not support 8K30 because the sensor is not a ""true"" 48MP. I would appreciate a detailed video on this subject.",1727740800,0,
UgzGREqcHEmjl0iq2Ex4AaABAg,root,@FastOtis-n3w,Casimir Harbors,1727740800,0,
UgxN6ps7EXDNZd9DhOV4AaABAg,root,@BarbC222,10M views in 13days 😮,1727740800,0,
UgztkG_aGoFpJXN-XBh4AaABAg,root,@ProfessionalBirdWatcher,thanks for the non-review,1727740800,0,
UgyLXiYMBlCA5FJUHNZ4AaABAg,root,@WollastonAdair-r7r,Daren Center,1727740800,0,
UgwFDVrHcGt_XY6eE9Z4AaABAg,root,@Bethesda-angel,10 million views in 3 days…,1727740800,0,
Ugw5jXkVF6p6h35dIZZ4AaABAg,root,@RolandWebster-l1u,Hernandez William Martinez Matthew Brown Angela,1727740800,0,
UgzfLFEuQX_vMr7-8El4AaABAg,root,@tolyaulyanov,Rodriguez Scott Harris Anthony Rodriguez John,1727740800,0,
Ugwoq_mPqtgzo1df3_x4AaABAg,root,@umeshmane1122,iPhone 16 is a joke for iPhone lovers 😂,1727740800,0,
Ugxifr6a-LniMfNCbBN4AaABAg,root,@birjub9647,The button is new!,1727740800,0,
Ugw-QvnCfTzKr0iB78F4AaABAg,root,@Commonsensrman,same old shit getting tired of the bullshit no new features,1727740800,0,
UgwQGPVb66Xei5_eUAd4AaABAg,root,@BeckMaureen-o7s,Langworth Green,1727740800,0,
UgwWwtVZTkmCen36iFl4AaABAg,root,@baoyiyang,"Even Apple knows once they give non-pro 120hz display, no body would buy the pro anymore",1727740800,0,
UgyT5EJ7WZ9Fb78FIch4AaABAg,root,@jahinbinjashim4488,"""Remember fellas, you're not the phone that you use"" -Tyler Durden",1727740800,1,
UgyA7xoUyh1RDV_Qq2p4AaABAg,root,@Alphagambler117,Nahhh 3 cameras look better,1727740800,0,
UgxAvvMPfZ9uecqB8ER4AaABAg,root,@se7enthsoul,"""Subscribe (11k)""  has nearly 20 million subs",1727740800,0,
UgwSP6SE_t1VTaHVVcd4AaABAg,root,@AbeStephan,I think Apple is loosing out with dropping their iPod Touch line . They could make an iPod Touch as a portable handheld game system . I think it could work .,1727740800,0,
UgyUM4I0UBvGwfUJKe14AaABAg,root,@alexhew03,"Lot of people give apple hate for subtle improvements, but it’s the same thing a lot of Japanese companies like Toyota do. It’s how we have such good products from these companies. Yea they might release a flop of a new feature, but they’re few and far between.",1727740800,0,
UgzKgvQ2oK091xziVGt4AaABAg,root,@jcababe76,I'm still rocking my 13 ProMax,1727740800,0,
UgzaWKWAK_4SPfIu-tF4AaABAg,root,@americancheese,Next year 17 going to be better I guarantee it 👍🏻👍🏻👍🏻👍🏻,1727740800,0,
Ugz6lsFnn4nhUXXfHCp4AaABAg,root,@michaelenclard9692,Iphones are garbage compared to Samsungs,1727740800,0,
UgyUF06_kSnsY85YxwV4AaABAg,root,@shanghaidiscovery2664,"apple needs to move on.... make a new phone that is not the iphone 17.  just a new product.  because at this point except for a few geek, does anyone still care?",1727740800,0,
UgwVqc8RET2OjHVdSiV4AaABAg,root,@SophyPearl-z9p,Thiel Parkways,1727740800,0,
UgzlKoBCpbY8BxdbNxp4AaABAg,root,@shaunbang,The AirPod having two types is BS Apple. Just give us the damn features in one product.,1727740800,0,
Ugxn7t7SzSrQ0iELrxF4AaABAg,root,@shaunbang,I’m still on the 11 Pro Max and really don’t see why I need to get a new iPhone when there’s not much of a difference other than slightly better camera quality. Apple really needs to step up their game if they want to remain atop cuz it’s getting pretty old where they just release a new phone every year with hardly any new features,1727740800,0,
UgwwRqwzUr_G86mWaet4AaABAg,root,@Blackdaybeats,Apple keeps you away from doctor .,1727740800,0,
Ugx963jdZ9d8Fk_S6AB4AaABAg,root,@SommerMceachin-j6o,Angel Roads,1727740800,0,
Ugzt2b-YvrECe8kwTsx4AaABAg,root,@mnjcosby,"This sucks, if Google would just bring 3d face unlock back I wouldn't be here even considering this phone. I completely hate the thought of not using Pixel software. Plus Apple had to change to titanium last year when SS was such an awesome material for a phone, it's so much more durable if you're not using a case.",1727740800,0,
Ugy1-X5yp5e_q-mQGeB4AaABAg,root,@Markste-in,TLDR: nothing really changed,1727740800,0,
Ugw6-TStgafjjA10nnV4AaABAg,root,@SurreyNovia-w5j,Wintheiser Squares,1727740800,0,
UgwPvT2CdYG6jsOUSv14AaABAg,root,@MonicaGarcia-h9l,Schaefer Court,1727740800,0,
UgwOjIojxuXGeonWsAN4AaABAg,root,@Nwasser,The camera button wouldve been more useful if it was a music button,1727740800,0,
Ugzx2we00o58Q90i0X54AaABAg,root,@phenqr,Who is love iPhone 16 plus than iPhone 16 pro max?❤,1727740800,0,
Ugz0U4Z0a9UIMBkeJnN4AaABAg,root,@hardlessons9732,Still missing the I-Brain 😂,1727740800,0,
UgzwmcmHK6xnAYEp6ot4AaABAg,root,@Baconeggncheese14,If only Apple could listen to their consumers and bring back the Jet Black finish 😢,1727740800,0,
Ugz3jDq-piqrTygpAg14AaABAg,root,@L1VE3V1L,Still on my 12 pro max and there still isn’t any reason to upgrade.,1727740800,0,
UgwFlI4IidG9hW5qZVR4AaABAg,root,@WhittierBaldwin-p6c,Daisha Course,1727740800,0,
Ugwn2jZx5VHJSdflLU54AaABAg,root,@ecliptix203,Will be taking this as an opportunity to buy a cheaper iPhone 15 pro max (currently have the 12 pro max). Don’t care much for the camera button and nothing else is substantial enough for me to buy the any of the 16s,1727740800,0,
Ugw3hsheyZWRZosTnoN4AaABAg,root,@HULKReality.3064,thank you,1727740800,0,
Ugxm_Ui4SFqZH1JainZ4AaABAg,root,@mikenance4713,I’m about done with apple. Like I’m cool with keeping this 14 until it starts to wack out after years. But I will not buy a newer version of the same thing anymore.,1727740800,0,
UgzZi6MwnjW661u2zTx4AaABAg,root,@Greenstrtjs87,i still have an iPhone X and runs fine battery life is good. I’ll continue waiting,1727740800,0,
UgyeJzIeVxPSaRjwJ3d4AaABAg,root,@TheNerd,"Wow! Now Apple can reinveted phones by adding 1 capacitive button each year. How exciting! Ah, and of course: charge 100USD more each year for every button.",1727740800,0,
Ugxwwv_xx1u1PbnLY9F4AaABAg,root,@El-Ge,"Every year Apple just gives us an additional accessories and simple update to iphone, there is no such an upgrade, but people still willing to buy. I would buy and replace iphone every 3 or 4 years, not every year.",1727740800,0,
Ugw4Y6TAhNcXp-3JCP94AaABAg,root,@angelrosado7694,I think the iPhone  is over Rated,1727740800,0,
UgxK02C1xANupS5mlCN4AaABAg,root,@USveteran83,"Have the 14 pro max. Skipped the upgrade to the 15, and now also skipping the upgrade for the 16.    The upgrade with the camera button is useless.",1727740800,7,
UgxK02C1xANupS5mlCN4AaABAg.A8h_p7v0rQCA8hzTlz8Bpm,UgxK02C1xANupS5mlCN4AaABAg,@sptalat,"Same, I’ll wait for the 17 at least. Also the design of the 14 is absolutely beautiful.",1727740800,1,
UgxK02C1xANupS5mlCN4AaABAg.A8h_p7v0rQCA8i2xoaHPrr,UgxK02C1xANupS5mlCN4AaABAg,@dmonee6196,"@sptalat  agreed. Was a great nod to the 4 which was peak iPhone design IMO (well aesthetically).  I’m hoping the same white with chrome finish will return with the 17 and Apple Intelligence’ bugs will be worked out.  The 14 pro max is still fantastic for me, but there’s not not a sufficient upgrade to jump on the 16",1727740800,0,
UgxK02C1xANupS5mlCN4AaABAg.A8h_p7v0rQCA8ifMD4JBR8,UgxK02C1xANupS5mlCN4AaABAg,@USveteran83,"@sptalat  agree.  I upgraded to the 14 PM from iPhone XR, and still love the 14. I love the design, color, battery life lol.  Unless something amazing is produced by Apple, I’ll be keeping this phone for awhile.",1727740800,0,
